id,subject,predicate,object,source,confidence,score,is_sr
583,Wei Li,作者,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
584,Shou-Shu Gong,作者,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
585,Andreas Weichselbaum,作者,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
586,Jan von Delft,作者,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
587,Gang Su,作者,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
588,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,研究基础,spin-,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
589,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,研究基础,星型格子,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
590,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,研究基础,几何阻挫,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
591,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心方法,DMRG,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
592,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心方法,含对称性的投影纠缠对态,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
593,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心方法,PEPS,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
594,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心方法,NCD,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
595,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心创新点,TVBC,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
596,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心创新点,键上三重态涌现的自旋-1自由度,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
597,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心创新点,反演对称性破缺,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
598,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心创新点,普适指数标度行为,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
599,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心创新点,非磁能隙,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
600,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,核心创新点,磁化尖点,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
601,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,局限性,临界点处张量难以保持临界性,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
602,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,局限性,临界信息精确提取受限,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
603,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,对比方法,SU(2)对称性投影纠缠对态,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
604,academic/wiki/papers/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal,对比方法,无SU(2)对称性投影纠缠对态,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
605,TVBC,基于,键上三重态,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
606,TVBC,属于,spin-,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
607,TVBC,对比,二聚化价键晶体,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
608,NCD,基于,张量网络秩-1分解,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
609,含对称性的投影纠缠对态,改进,PEPS,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/wiki.md#semantic,可追溯,,0
610,无SU(2)对称性投影纠缠对态,包含,SU(2)对称性投影纠缠对态,raw-not-distributed/D017-2018-emergent-spin-1-trimerized-valence-bond-crystal/paper.md,推断,,0
628,academic/wiki/papers/D018-2018-csw-physrevb98085111,来源,academic/raw/references/D018-2018-csw-physrevb98085111/paper,raw-not-distributed/D018-2018-csw-physrevb98085111/paper.md,可追溯,,0
629,academic/wiki/papers/D018-2018-csw-physrevb98085111,发表于,Phys. Rev. B,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
630,Shi-Ju Ran,第一作者,academic/wiki/papers/D018-2018-csw-physrevb98085111,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
631,Cheng Peng,作者,academic/wiki/papers/D018-2018-csw-physrevb98085111,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
632,Gang Su,作者,academic/wiki/papers/D018-2018-csw-physrevb98085111,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
633,Maciej Lewenstein,作者,academic/wiki/papers/D018-2018-csw-physrevb98085111,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
634,academic/wiki/papers/D018-2018-csw-physrevb98085111,核心方法,CSW,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
635,academic/wiki/papers/D018-2018-csw-physrevb98085111,核心方法,TH,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
636,academic/wiki/papers/D018-2018-csw-physrevb98085111,核心创新点,仅通过边界参数α切换有限自旋链的体能谱与纠缠谱简并结构,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
637,academic/wiki/papers/D018-2018-csw-physrevb98085111,核心创新点,普适切换点α^s = 0.5,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
638,academic/wiki/papers/D018-2018-csw-physrevb98085111,对比方法,二维模型,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
639,academic/wiki/papers/D018-2018-csw-physrevb98085111,未来展望,构造更多可调谐相互作用以耦合多个CSW为尺寸可扩展网络,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
640,academic/wiki/papers/D018-2018-csw-physrevb98085111,未来展望,设计具有更复杂更普适调控能力的模型,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
641,academic/wiki/papers/D018-2018-csw-physrevb98085111,未来展望,将边界控制效应应用于探测体的物性,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
642,CSW,基于,二维模型,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
643,CSW,基于,TH,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
644,TH,属于,QES,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
645,QES,基于,AOP,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
646,CSW,应用于,光晶格超冷原子,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
647,CSW,应用于,囚禁离子,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
648,CSW,应用于,量子电路,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
649,CSW,应用于,量子点,raw-not-distributed/D018-2018-csw-physrevb98085111/wiki.md#semantic,可追溯,,0
650,仅通过边界参数α切换有限自旋链的体能谱与纠缠谱简并结构,包含,纠缠谱,raw-not-distributed/D018-2018-csw-physrevb98085111/paper.md,推断,,0
651,构造更多可调谐相互作用以耦合多个CSW为尺寸可扩展网络,包含,CSW,raw-not-distributed/D018-2018-csw-physrevb98085111/paper.md,推断,,0
652,构造更多可调谐相互作用以耦合多个CSW为尺寸可扩展网络,包含,相互作用,raw-not-distributed/D018-2018-csw-physrevb98085111/paper.md,推断,,0
653,设计具有更复杂更普适调控能力的模型,包含,模型,raw-not-distributed/D018-2018-csw-physrevb98085111/paper.md,推断,,0
671,academic/wiki/papers/D019-2018-pc-epjb,来源,academic/raw/references/D019-2018-pc-epjb/paper,raw-not-distributed/D019-2018-pc-epjb/paper.md,可追溯,,0
672,academic/wiki/papers/D019-2018-pc-epjb,发表于,Eur. Phys. J. B,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
673,Cheng Peng,第一作者,academic/wiki/papers/D019-2018-pc-epjb,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
674,Shi-Ju Ran,作者,academic/wiki/papers/D019-2018-pc-epjb,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
675,Maciej Lewenstein,作者,academic/wiki/papers/D019-2018-pc-epjb,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
676,Gang Su,作者,academic/wiki/papers/D019-2018-pc-epjb,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
677,academic/wiki/papers/D019-2018-pc-epjb,核心方法,DMRG,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
678,academic/wiki/papers/D019-2018-pc-epjb,核心方法,MPS,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
679,academic/wiki/papers/D019-2018-pc-epjb,研究基础,纠缠熵,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
680,academic/wiki/papers/D019-2018-pc-epjb,研究基础,纠缠谱,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
681,academic/wiki/papers/D019-2018-pc-epjb,研究基础,各向同性反铁磁模型,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
682,academic/wiki/papers/D019-2018-pc-epjb,研究基础,蜂窝晶格,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
683,academic/wiki/papers/D019-2018-pc-epjb,研究基础,二聚体相dimer phase,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
684,academic/wiki/papers/D019-2018-pc-epjb,研究基础,Néel相,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
685,academic/wiki/papers/D019-2018-pc-epjb,核心创新点,二聚体相纠缠熵随截断维度呈线性标度,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
686,academic/wiki/papers/D019-2018-pc-epjb,核心创新点,Néel相纠缠熵随截断维度呈对数标度,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
687,academic/wiki/papers/D019-2018-pc-epjb,核心创新点,以纠缠标度区分二聚体相与Néel相,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
688,academic/wiki/papers/D019-2018-pc-epjb,对比方法,MERA,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
689,academic/wiki/papers/D019-2018-pc-epjb,对比方法,PEPS,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
690,纠缠熵,基于,截断维度χ,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
691,纠缠谱,基于,Schmidt系数,raw-not-distributed/D019-2018-pc-epjb/wiki.md#semantic,可追溯,,0
692,二聚体相纠缠熵随截断维度呈线性标度,包含,二聚体相dimer phase,raw-not-distributed/D019-2018-pc-epjb/paper.md,推断,,0
693,二聚体相纠缠熵随截断维度呈线性标度,包含,纠缠熵,raw-not-distributed/D019-2018-pc-epjb/paper.md,推断,,0
694,Néel相纠缠熵随截断维度呈对数标度,包含,Néel相,raw-not-distributed/D019-2018-pc-epjb/paper.md,推断,,0
695,Néel相纠缠熵随截断维度呈对数标度,包含,纠缠熵,raw-not-distributed/D019-2018-pc-epjb/paper.md,推断,,0
696,以纠缠标度区分二聚体相与Néel相,包含,二聚体相dimer phase,raw-not-distributed/D019-2018-pc-epjb/paper.md,推断,,0
697,以纠缠标度区分二聚体相与Néel相,包含,Néel相,raw-not-distributed/D019-2018-pc-epjb/paper.md,推断,,0
734,academic/wiki/papers/D020-2018-091彭程,来源,academic/raw/references/D020-2018-091彭程/paper,raw-not-distributed/D020-2018-091彭程/paper.md,可追溯,,0
735,academic/wiki/papers/D020-2018-091彭程,发表于,Journal of University of Chinese Academy of Sciences,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
736,彭程,第一作者,academic/wiki/papers/D020-2018-091彭程,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
737,冉仕举,作者,academic/wiki/papers/D020-2018-091彭程,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
738,academic/wiki/papers/D020-2018-091彭程,核心创新点,时间矩阵乘积态,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
739,academic/wiki/papers/D020-2018-091彭程,核心方法,数值重整化群,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
740,academic/wiki/papers/D020-2018-091彭程,研究基础,MPS,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
741,academic/wiki/papers/D020-2018-091彭程,研究基础,纠缠熵,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
742,academic/wiki/papers/D020-2018-091彭程,研究基础,蜂窝状六角格子自旋海森堡反铁磁模型,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
743,academic/wiki/papers/D020-2018-091彭程,研究基础,扭曲格点,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
744,academic/wiki/papers/D020-2018-091彭程,对比方法,共形场论标度律推广,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
745,academic/wiki/papers/D020-2018-091彭程,局限性,靠近相边界处标度行为因裁剪误差和有限尺寸效应变得不明显,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
746,academic/wiki/papers/D020-2018-091彭程,未来展望,通过(1+1)维共形场论对tMPS临界标度律作进一步研究,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
747,时间矩阵乘积态,推广,MPS,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
748,时间矩阵乘积态,应用于,二维量子多体系统基态临界性,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
749,数值重整化群,结合,时间矩阵乘积态,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
750,纠缠熵,结合,关联长度,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
751,MPS,推广,时间矩阵乘积态,raw-not-distributed/D020-2018-091彭程/wiki.md#semantic,可追溯,,0
752,时间矩阵乘积态,包含,MPS,raw-not-distributed/D020-2018-091彭程/paper.md,推断,,0
802,academic/wiki/papers/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure,来源,academic/raw/references/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure/paper,raw-not-distributed/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure/paper.md,可追溯,,0
803,academic/wiki/papers/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure,发表于,New J. Phys.,raw-not-distributed/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure/wiki.md#semantic,可追溯,,0
804,Ding Liu,第一作者,academic/wiki/papers/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure,raw-not-distributed/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure/wiki.md#semantic,可追溯,,0
805,Shi-Ju Ran,作者,academic/wiki/papers/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure,raw-not-distributed/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure/wiki.md#semantic,可追溯,,0
806,Peter Wittek,作者,academic/wiki/papers/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure,raw-not-distributed/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure/wiki.md#semantic,可追溯,,0
807,Cheng Peng,作者,academic/wiki/papers/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure,raw-not-distributed/D021-2019-machine-learning-by-unitary-tensor-network-of-hierarchical-tree-structure/wiki.md#semantic,可追溯,,0
